,Fahrzeugklasse,Fahrzeugart_Code,Fahrzeugart,Marken_Code,Marke,Marke_und_Typ,Typ1,Typ2,Typ3,Typ4,Typengenehmigungs-Nr,Typengenehmigungs-Nr_Zusatz,Karosserieform_Code,Karosserieform,Farbe,Farbe_Zusatz,Sitzplätze,Sitzplätze_vorne,Stehplätze,Leergewicht,Nutzlast,Gesamtgewicht,Gesamtzugsgewicht,Anhängelast,Dachlast,Tankinhalt_Aufbaus,Hubraum,Zylinder,Leistung,Motorkennzeichen,Treibstoff_Code,Treibstoff,CO2,Emissionscode,Energieeffizienzkategorie,Getriebe_Code,Getriebe,Getriebe_Detailcode,Antrieb_Code,Antrieb,Achsen,Erstinverkehrsetzung_Jahr,Erstinverkehrsetzung_Monat,Erstinvekehrsetzung_Kanton,Erstinverkehrsetzung_Staat,Gebrauchtcode,Ersterfassung_Jahr,Ersterfassung_Monat,Schildfarbe_Code,Schildfarbe,Schildart_Code,Schildart,Inverkehrsetzung_Status_Code,Inverkehrsetzung_Kanton,PLZ,Ort,BFS-Gemeinde-Nr,Staat_Code,Staat,Halterart_Code,Halterart,Besondere_Verwendung_Code,Besondere_Verwendung,Unnamed: 63
4809576,M1,1,Personenwagen,6306,SKODA,SKODA Octavia1.6D C4x4,Octavia1.6D C4x4,Octavia1.6D,C4x4,,1SF775,,161,Stationswagen,Weiss,,5,2,0,1435,563,1998,0,1700,75,0,1598,4,77,CLHA,D,Diesel,122.0,B5b,C,M,Mechanisch,M6,A,Allrad,2,2013,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6617,CH,Schweiz,3,juristisch,,,
2893432,N3,35,Lastwagen,4043,MERCEDES-BENZ,MERCEDES-BENZ Unimog U400,Unimog U400,Unimog,U400,,3MF836,,151,Kippbrücke,Orange,,2,2,0,6600,5900,12500,32300,0,100,0,6374,6,170.0,,D,Diesel,,E03,,M,Mechanisch,M8,A,Allrad,2,2002,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1061,CH,Schweiz,3,juristisch,,,
1987221,M1,1,Personenwagen,5024,HONDA,Honda Civic 1.8i 5DR,Civic 1.8i 5DR,Civic,1.8i,5DR,1HA284,,163,Limousine,Schwarz,,5,2,0,1265,485,1750,0,0,80,0,1799,4,103.0,,B,Benzin,156.0,B04,G,M,Mechanisch,M6,V,Vorderrad,2,2009,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6025,CH,Schweiz,1,männlich,,,
6319545,M1,1,Personenwagen,4017,VW,VW GOLF Var. 4M 1.6,GOLF Var. 4M 1.6,GOLF,Var.,4M 1.6,1VE847,,161,Stationswagen,Grau,Metallic,5,2,0,1494,486,1980,0,0,75,0,1598,4,77,CLHA,D,Diesel,119.0,B5b,B,M,Mechanisch,M6,A,Allrad,2,2013,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3901,CH,Schweiz,3,juristisch,,,
4729917,M1,1,Personenwagen,6306,SKODA,Skoda Fabia C 1.4TDI,Fabia C 1.4TDI,Fabia,C,1.4TDI,1SF898,,161,Stationswagen,Grau,Metallic,5,2,0,1195,470,1665,0,0,75,0,1422,3,66.0,CUSB,D,Diesel,89.0,B6b,A,M,Mechanisch,M5,V,Vorderrad,2,2015,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5427,CH,Schweiz,1,männlich,,,
3572311,M1,1,Personenwagen,4050,OPEL,OPEL Corsa D 14,Corsa D 14,Corsa,D,14,1OB222,,163,Limousine,Schwarz,Metallic,5,2,0,1163,452,1615,0,0,75,0,1364,4,66.0,z14xep,B,Benzin,149.0,B04,G,M,Mechanisch,M5,V,Vorderrad,2,2008,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5398,CH,Schweiz,1,männlich,,,
3078902,M1,1,Personenwagen,4043,MERCEDES-BENZ,MERCEDES-BENZ C350CDI T 4m,C350CDI T 4m,C350CDI,T,4m,1MD991,,161,Stationswagen,Weiss,,5,2,0,1810,530,2340,0,0,100,0,2987,6,170,642832,D,Diesel,195.0,B5a,G,A,Automat,A7,A,Allrad,2,2010,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3203,CH,Schweiz,2,weiblich,,,
3945055,M1,1,Personenwagen,2076,PEUGEOT,PEUGEOT 207 CC 1.6 Turbo,207 CC 1.6 Turbo,207,CC,1.6 Turbo,1PA825,,176,Offen mit Verdeck / Hardtop,Schwarz,,4,2,0,1505,269,1774,0,0,0,0,1598,4,115.0,5F04,B,Benzin,170.0,B5a,G,M,Mechanisch,M6,V,Vorderrad,2,2011,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1346,CH,Schweiz,2,weiblich,,,
578814,M1,1,Personenwagen,4012,BMW,BMW 320d,320d,320d,,,1BB204,,163,Limousine,Schwarz,,5,2,0,1490,425,1915,0,0,75,0,1995,4,110.0,204D4,D,Diesel,153.0,B03,F,M,Mechanisch,M6,H,Hinterrad,2,2003,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3291,CH,Schweiz,1,männlich,,,
2032439,L3,60,Motorrad,3005,HONDA,HONDA PS125i,PS125i,PS125i,,,6HA289,,285,Roller,Schwarz,,2,1,0,210,107,317,0,0,0,0,125,1,10.1,JF14E,B,Benzin,,C03,,S,Stufenlos,,H,Hinterrad,2,2007,8,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5872,CH,Schweiz,1,männlich,,,
3028279,M1,1,Personenwagen,4043,MERCEDES-BENZ,MERCEDES-BENZ A 180,A 180,A,180,,1ME152,,163,Limousine,Grau,Metallic,5,2,0,1279,491,1770,0,0,50,0,1699,4,85.0,266940,B,Benzin,171.0,B5a,G,S,Stufenlos,S,V,Vorderrad,2,2011,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3392,CH,Schweiz,2,weiblich,,,
5930949,M1,1,Personenwagen,4017,VW,VW Tiguan 2.0 TDI 4M,Tiguan 2.0 TDI 4M,Tiguan,2.0,TDI 4M,1VF752,,163,Limousine,Weiss,,5,2,0,1830,430,2260,0,2500,75,0,1968,4,140,DFHA,D,Diesel,149.0,B6b,E,M,Mechanisch,M7A,A,Allrad,2,2017,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1311,CH,Schweiz,3,juristisch,12.0,Polizeifahrzeug,
6009919,M1,1,Personenwagen,4017,VW,VW Bora Variant,Bora Variant,Bora,Variant,,1VC903,,161,Stationswagen,Schwarz,,5,2,0,1491,379,1870,0,1300,75,0,1781,4,110.0,,B,Benzin,194.0,B04,G,M,Mechanisch,M5,V,Vorderrad,2,2002,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2262,CH,Schweiz,2,weiblich,,,
4914126,N3,35,Lastwagen,6206,STEYR,STEYR 1491.320/P40/6X6M,1491.320/P40/6X6M,1491.320/P40/6X6M,,,X,,247,Brücke mit Verdeck und Seilwinde,Feldgrau (Nur für Militärfahrzeuge),,3,3,0,12400,9600,22000,40000,20000,0,0,9721,6,236.0,,D,Diesel,0.0,E01,,M,Mechanisch,M8,A,Allrad,3,1998,3,Kanton,,,,,6.0,"Schwarz, Armeefahrzeug",N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2579,CH,Schweiz,3,juristisch,,,
2334636,N1,30,Lieferwagen,3264,IVECO,IVECO 35S14 Daily,35S14 Daily,35S14,Daily,,3IB982,,151,Kippbrücke,Weiss,,3,3,0,2320,1180,3500,0,3500,0,0,2287,4,100.0,,D,Diesel,210.0,B6b,,M,Mechanisch,M6,H,Hinterrad,2,2017,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4040,CH,Schweiz,3,juristisch,,,
4544622,M1,1,Personenwagen,6903,SEAT,Seat Leon,Leon,Leon,,,,X,163,Limousine,Weiss,,5,2,0,1297,473,1770,0,0,50,0,1395,4,92,,B,Benzin,120.0,B6b,,M,Mechanisch,M6,V,Vorderrad,2,2015,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,54,CH,Schweiz,1,männlich,,,
6440682,,66,Kleinmotorfahrzeug,7106,YAMAHA,YAMAHA YFM660R,YFM660R,YFM660R,,,6YA206,,175,Offen,Blau,,2,1,0,268,125,393,0,0,0,0,660,1,7.6,,B,Benzin,,C00,,M,Mechanisch,M5,H,Hinterrad,2,2003,6,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,173,CH,Schweiz,1,männlich,,,
4065065,L3,60,Motorrad,3238,PIAGGIO,PIAGGIO Vespa PX 125,Vespa PX 125,Vespa,PX,125,6PA582,,285,Roller,Schwarz,,2,0,0,195,105,300,0,0,0,0,123,1,4.8,,B,Benzin,,C03,,M,Mechanisch,M4,H,Hinterrad,2,2016,8,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6136,CH,Schweiz,1,männlich,,,
4942140,M1,1,Personenwagen,7116,SUBARU,Subaru Outback 2.5i AWD,Outback 2.5i AWD,Outback,2.5i,AWD,1SC678,,161,Stationswagen,Beige,Metallic,5,2,0,1555,415,1970,0,1800,100,0,2457,4,121.0,,B,Benzin,207.0,B04,G,A,Automat,A4,A,Allrad,2,2006,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6421,CH,Schweiz,1,männlich,,,
4219135,L7,66,Kleinmotorfahrzeug,2082,RENAULT,RENAULT Twizy,Twizy,Twizy,,,6RA409,,175,Offen,Schwarz,,2,1,0,554,131,685,0,0,0,0,0,0,12.6,3CG,E,Elektrisch,,A24,,M,Mechanisch,M1A,H,Hinterrad,2,2017,7,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,942,CH,Schweiz,1,männlich,,,
2972786,M1,1,Personenwagen,4043,MERCEDES-BENZ,MERCEDES-BENZ ML 350,ML 350,ML,350,,1MD367,,163,Limousine,Schwarz,Metallic,5,2,0,2135,695,2830,0,3500,100,0,3498,6,200.0,,B,Benzin,281.0,B04,G,A,Automat,A7,A,Allrad,2,2007,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5675,CH,Schweiz,1,männlich,,,
3961227,M1,1,Personenwagen,2076,PEUGEOT,Peugeot 207 1.6i 16V,207 1.6i 16V,207,1.6i,16V,1PA587,,163,Limousine,Grau,,5,2,0,1329,351,1680,0,0,65,0,1587,4,80.0,,B,Benzin,166.0,B04,G,M,Mechanisch,M5,V,Vorderrad,2,2007,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,351,CH,Schweiz,3,juristisch,,,
5645505,M1,1,Personenwagen,6404,VOLVO,VOLVO V50 2.4i,V50 2.4i,V50,2.4i,,1VA335,,161,Stationswagen,Grau,Metallic,5,2,0,1475,485,1960,0,0,75,0,2435,5,125.0,B5244S,B,Benzin,204.0,B04,G,M,Mechanisch,M5,V,Vorderrad,2,2004,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5858,CH,Schweiz,1,männlich,,,
2756620,M1,1,Personenwagen,7110,MAZDA,MAZDA CX-3 G 150 AWD,CX-3 G 150 AWD,CX-3,G,150 AWD,1MB120,,161,Stationswagen,Weiss,Metallic,5,2,0,1366,394,1760,0,0,50,0,1998,4,110.0,PE,B,Benzin,150.0,B6b,G,M,Mechanisch,M6,A,Allrad,2,2016,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3203,CH,Schweiz,1,männlich,,,
5105336,M1,1,Personenwagen,7102,SUZUKI,SUZUKI Swift 1.2 4WD,Swift 1.2 4WD,Swift,1.2,4WD,X,,163,Limousine,Grau,Metallic,5,2,0,1110,450,1560,0,0,50,0,1242,4,66.0,,B,Benzin,128.0,B5b,,M,Mechanisch,,A,Allrad,2,2011,10,Kanton,Oesterreich,A,2011.0,11.0,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5115,CH,Schweiz,1,männlich,,,
6257399,M1,1,Personenwagen,4017,VW,VW Sharan 2.0D B M T,Sharan 2.0D B M T,Sharan,2.0D,B M T,1VD802,,163,Limousine,Grau,Metallic,7,2,0,1814,726,2540,0,2200,100,0,1968,4,103.0,CFFB,D,Diesel,146.0,B5a,E,M,Mechanisch,M6,V,Vorderrad,2,2011,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,0,CH,Schweiz,1,männlich,,,
3128999,M1,1,Personenwagen,4043,MERCEDES-BENZ,MERCEDES-BENZ S350 BlueEC,S350 BlueEC,S350,BlueEC,,1MF471,,163,Limousine,Blau,Metallic,5,2,0,1975,680,2655,0,0,100,0,2987,6,190,,D,Diesel,148.0,B6b,E,A,Automat,A7,H,Hinterrad,2,2014,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,138,CH,Schweiz,3,juristisch,,,
6231548,M1,1,Personenwagen,4017,VW,VW Polo 1.2 TSI BMT,Polo 1.2 TSI BMT,Polo,1.2,TSI BMT,1VE925,,163,Limousine,Schwarz,Metallic,5,2,0,1244,386,1630,0,0,75,0,1197,4,81,CJZD,B,Benzin,109.0,B6b,B,M,Mechanisch,M7A,V,Vorderrad,2,2015,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6630,CH,Schweiz,2,weiblich,,,
5773201,M1,1,Personenwagen,4017,VW,VW Caddy,Caddy,Caddy,,,1VD311,,163,Limousine,Grau,Metallic,7,2,0,1545,641,2186,0,1115,100,0,1595,4,75,,B,Benzin,202.0,B04,G,M,Mechanisch,M5,V,Vorderrad,2,2007,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1023,CH,Schweiz,3,juristisch,7.0,Berufsmässiger Personentransport,
3983695,L3,60,Motorrad,2076,PEUGEOT,PEUGEOT Speedfight3 50 il,Speedfight3 50 il,Speedfight3,50,il,6PA202,,285,Roller,Schwarz,,2,1,0,182,88,270,0,0,0,0,49,1,4.1,,B,Benzin,,C03,,S,Stufenlos,S,H,Hinterrad,2,2015,4,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3203,CH,Schweiz,1,männlich,,,
3633764,M1,1,Personenwagen,4050,OPEL,OPEL Corsa C12,Corsa C12,Corsa,C12,,1OA693,,163,Limousine,Grau,,5,2,0,1035,420,1455,0,0,100,0,1199,4,55.0,,B,Benzin,154.0,B04,G,M,Mechanisch,M5,V,Vorderrad,2,2002,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5822,CH,Schweiz,1,männlich,,,
4854086,M1,1,Personenwagen,6306,SKODA,Skoda Citi1.0MPI44kwGrt,Citi1.0MPI44kwGrt,Citi1.0MPI44kwGrt,,,1SF680,,163,Limousine,Schwarz,,4,2,0,940,350,1290,0,0,50,0,999,3,44.0,CHYA,B,Benzin,95.0,B5b,C,M,Mechanisch,M5,V,Vorderrad,2,2012,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,138,CH,Schweiz,2,weiblich,,,
2146208,O2,90,Sachentransportanhänger,8513,HUMBAUR,HUMBAUR HU 13-152314,HU 13-152314,HU,13-152314,,9HC250,,108,Brücke,Grau,,0,0,0,250,1250,1500,0,0,0,0,0,0,0,,,,,,,,,,,,1,2018,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4309,CH,Schweiz,3,juristisch,,,
4250347,M1,1,Personenwagen,2082,RENAULT,RENAULT Renault Megane 2.0,Renault Megane 2.0,Renault,Megane,2.0,1RA954,,163,Limousine,Grau,Metallic,5,2,0,1356,427,1783,0,0,80,0,1997,4,103,M4R F7??,B,Benzin,176.0,B04,G,S,Stufenlos,S,V,Vorderrad,2,2009,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,294,CH,Schweiz,1,männlich,,,
1375872,M1,1,Personenwagen,3019,FIAT,FIAT Punto 1.2 8V,Punto 1.2 8V,Punto,1.2,8V,1FB496,,163,Limousine,Blau,Metallic,5,2,0,1105,485,1590,0,0,75,0,1242,4,48.0,199A4000,B,Benzin,135.0,B04,F,M,Mechanisch,M5,V,Vorderrad,2,2010,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4234,CH,Schweiz,2,weiblich,,,
179756,M1,1,Personenwagen,4009,AUDI,AUDI Q7 3.0TDI,Q7 3.0TDI,Q7,3.0TDI,,1AD667,,161,Stationswagen,Grau,Metallic,7,2,0,2420,520,2940,0,0,100,0,2967,6,200,CRTC,D,Diesel,163.0,B6b,E,A,Automat,A8,A,Allrad,2,2017,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,754,CH,Schweiz,2,weiblich,,,
1640307,M1,1,Personenwagen,4023,FORD,FORD Fiesta 1.25i,Fiesta 1.25i,Fiesta,1.25i,,1FH880,,163,Limousine,Blau,,5,2,0,1054,441,1495,0,0,50,0,1242,4,60.0,SNJB,B,Benzin,133.0,B5a,F,M,Mechanisch,M5,V,Vorderrad,2,2011,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,248,CH,Schweiz,1,männlich,,,
677912,M1,1,Personenwagen,6248,BMW,BMW X3 3.0SD,X3 3.0SD,X3,3.0SD,,1BB404,,163,Limousine,Schwarz,,5,2,0,1950,435,2385,0,0,75,0,2993,6,210.0,,D,Diesel,232.0,B04,G,A,Automat,A6,A,Allrad,2,2007,4,Kanton,Deutschland,A,2007.0,11.0,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4691,CH,Schweiz,1,männlich,,,
4619149,M1,1,Personenwagen,6903,SEAT,SEAT Alhambra2.0TDI 4M,Alhambra2.0TDI 4M,Alhambra2.0TDI,4M,,1SH121,,163,Limousine,Blau,,7,2,0,1944,636,2580,0,2400,100,0,1968,4,103,CFF,D,Diesel,162.0,B5b,F,M,Mechanisch,M6,A,Allrad,2,2014,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6456,CH,Schweiz,3,juristisch,7.0,Berufsmässiger Personentransport,
2546839,,86,Motorradanhänger,1938,KYBURZ,KYBURZ PAH,PAH,PAH,,,9KD401,,319,Kasten abdeckbar,Grau,,0,0,0,55,145,200,0,0,0,0,0,0,0.0,,,,,,,,,,,,1,2015,5,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2939,CH,Schweiz,3,juristisch,,,
130207,M1,1,Personenwagen,4009,AUDI,Audi S5,S5,S5,,,,X,163,Limousine,Schwarz,,4,2,0,1750,425,2175,0,0,75,0,4163,8,260,,B,Benzin,298.0,B04,G,M,Mechanisch,M6,A,Allrad,2,2010,8,Kanton,Vereinigte Staaten von Amerika,A,2010.0,12.0,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3001,CH,Schweiz,1,männlich,,,
920373,M1,1,Personenwagen,5652,CHRYSLER,CHRYSLER 300C 5.7,300C 5.7,300C,5.7,,1CB934,,163,Limousine,Schwarz,Metallic,5,2,0,1940,340,2280,0,0,68,0,5654,8,250.0,,B,Benzin,318.0,B04,G,A,Automat,A5,H,Hinterrad,2,2005,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4146,CH,Schweiz,1,männlich,,,
2407495,T1,43,Landwirt. Traktor,6910,JOHN DEERE,John Deere 7810,7810,7810,,,,X,308,Kabine,Grün,,2,2,0,7800,3700,11500,28000,20200,0,0,8134,0,147.0,,D,Diesel,,D00,,M,Mechanisch,,A,Allrad,2,2000,9,Kanton,,,,,5.0,"Braun, Ausnahmefahrzeug",N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,942,CH,Schweiz,3,juristisch,,,
2587311,T1,43,Landwirt. Traktor,3160,LANDINI,LANDINI 5500,5500,5500,,,450912,,308,Kabine,Blau,,1,1,0,2260,2640,4900,0,10740,0,0,2499,0,52.95,,D,Diesel,,D00,,M,Mechanisch,M,A,Allrad,2,1980,4,Kanton,,,,,3.0,"Grün, Landw. Fahrzeug",N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,355,CH,Schweiz,1,männlich,,,
4985412,M1,1,Personenwagen,7116,SUBARU,Subaru XV2.0i/2.0i-S AWD,XV2.0i/2.0i-S AWD,XV2.0i/2.0i-S,AWD,,1SC746,,161,Stationswagen,Grau,Metallic,5,2,0,1525,415,1940,0,0,80,0,1995,4,110,FB20,B,Benzin,153.0,B5b,G,S,Stufenlos,SM,A,Allrad,2,2012,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,230,CH,Schweiz,1,männlich,,,
2712123,M1,1,Personenwagen,7110,MAZDA,MAZDA 3 1.6,3 1.6,3,1.6,,1MA645,,163,Limousine,Grau,Metallic,5,2,0,1300,395,1695,0,0,75,0,1598,4,77.0,,B,Benzin,172.0,B04,G,M,Mechanisch,M5,V,Vorderrad,2,2006,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,118,CH,Schweiz,2,weiblich,,,
134102,M1,1,Personenwagen,4009,AUDI,AUDI Allroad,Allroad,Allroad,,,1AC212,,161,Stationswagen,Schwarz,,5,2,0,1960,485,2445,0,0,100,0,2496,6,120.0,,D,Diesel,238.0,B03,G,M,Mechanisch,M6,A,Allrad,2,2004,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6621,CH,Schweiz,1,männlich,,,
4758482,M1,1,Personenwagen,6306,SKODA,SKODA Octavia Combi 4x4,Octavia Combi 4x4,Octavia,Combi,4x4,1SC467,,161,Stationswagen,Grau,Metallic,5,2,0,1623,507,2130,0,0,75,0,1968,4,103.0,,D,Diesel,170.0,B04,F,M,Mechanisch,M6,A,Allrad,2,2008,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5268,CH,Schweiz,1,männlich,,,
4783471,M1,1,Personenwagen,6306,SKODA,SKODA Yeti 1.4TSI 4x4,Yeti 1.4TSI 4x4,Yeti,1.4TSI,4x4,1SF960,,161,Stationswagen,Braun,,5,2,0,1471,570,2041,0,1800,100,0,1395,4,110.0,CZDA,B,Benzin,147.0,B6b,F,M,Mechanisch,M6A,A,Allrad,2,2015,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5611,CH,Schweiz,1,männlich,,,
5112391,M1,1,Personenwagen,7102,SUZUKI,Suzuki Grand Vitara 2.4,Grand Vitara 2.4,Grand,Vitara,2.4,1SD735,,163,Limousine,Weiss,Metallic,5,2,0,1644,456,2100,0,0,50,0,2393,4,124.0,J24B,B,Benzin,204.0,B5b,G,M,Mechanisch,M5,A,Allrad,2,2015,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,261,CH,Schweiz,2,weiblich,,,
2373497,M1,1,Personenwagen,5608,JEEP,JEEP GrandCherokee SRT,GrandCherokee SRT,GrandCherokee,SRT,,1JB253,,161,Stationswagen,Blau,,5,2,0,2458,491,2949,0,0,68,0,6417,8,344.0,6.4L,B,Benzin,315.0,B6b,G,A,Automat,A8,A,Allrad,2,2018,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,627,CH,Schweiz,1,männlich,,,
5528073,O4,85,Landw. Anhänger,9999,UEBRIGE (SIEHE TYP),K.L.E/MZ 802T,K.L.E/MZ 802T,K.L.E/MZ,802T,,X,,330,Mistzettler,Grau,,0,0,0,4100,7900,12000,0,0,0,0,0,0,0,,,,,,,,,,,,2,2016,10,Kanton,,,,,3.0,"Grün, Landw. Fahrzeug",N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,7003,CH,Schweiz,3,juristisch,,,
1590541,M1,1,Personenwagen,4023,FORD,Ford Fiesta 1.0 SCTi,Fiesta 1.0 SCTi,Fiesta,1.0,SCTi,1FJ892,,163,Limousine,Grau,Metallic,5,2,0,1177,378,1555,0,0,50,0,998,3,74.0,SFJC,B,Benzin,99.0,B6b,C,M,Mechanisch,M5,V,Vorderrad,2,2015,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2542,CH,Schweiz,2,weiblich,,,
3249685,M1,1,Personenwagen,5235,MINI,MINI John Cooper Works,John Cooper Works,John,Cooper,Works,1MP996,,163,Limousine,Schwarz,,4,2,0,1295,405,1700,0,0,60,0,1998,4,170,B48A20B,B,Benzin,133.0,B6b,E,A,Automat,A6,V,Vorderrad,2,2015,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,551,CH,Schweiz,1,männlich,,,
2131998,O2,90,Sachentransportanhänger,8513,HUMBAUR,HUMBAUR HT 3000 G,HT 3000 G,HT,3000,G,9HC160,,108,Brücke,Grau,,0,0,0,600,2400,3000,0,0,0,0,0,0,0,,,,,,,,,,,,2,2006,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,351,CH,Schweiz,3,juristisch,,,
630170,M1,1,Personenwagen,4012,BMW,BMW X1 xDrive20i,X1 xDrive20i,X1,xDrive20i,,1BJ593,,161,Stationswagen,Schwarz,,5,2,0,1665,475,2140,0,0,75,0,1998,4,141.0,B48A20A,B,Benzin,146.0,B6b,F,A,Automat,A8,A,Allrad,2,2017,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6512,CH,Schweiz,2,weiblich,,,
1989019,M1,1,Personenwagen,5024,HONDA,Honda Civic 2.0i Typ R,Civic 2.0i Typ R,Civic,2.0i,Typ R,1XP754,,163,Limousine,Rot,,4,2,0,1461,239,1700,0,0,75,0,1996,4,228.0,,B,Benzin,170.0,B6b,G,M,Mechanisch,M6,V,Vorderrad,2,2017,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,357,CH,Schweiz,1,männlich,,,
