,Fahrzeugklasse,Fahrzeugart_Code,Fahrzeugart,Marken_Code,Marke,Marke_und_Typ,Typ1,Typ2,Typ3,Typ4,Typengenehmigungs-Nr,Typengenehmigungs-Nr_Zusatz,Karosserieform_Code,Karosserieform,Farbe,Farbe_Zusatz,Sitzplätze,Sitzplätze_vorne,Stehplätze,Leergewicht,Nutzlast,Gesamtgewicht,Gesamtzugsgewicht,Anhängelast,Dachlast,Tankinhalt_Aufbaus,Hubraum,Zylinder,Leistung,Motorkennzeichen,Treibstoff_Code,Treibstoff,CO2,Emissionscode,Energieeffizienzkategorie,Getriebe_Code,Getriebe,Getriebe_Detailcode,Antrieb_Code,Antrieb,Achsen,Erstinverkehrsetzung_Jahr,Erstinverkehrsetzung_Monat,Erstinvekehrsetzung_Kanton,Erstinverkehrsetzung_Staat,Gebrauchtcode,Ersterfassung_Jahr,Ersterfassung_Monat,Schildfarbe_Code,Schildfarbe,Schildart_Code,Schildart,Inverkehrsetzung_Status_Code,Inverkehrsetzung_Kanton,PLZ,Ort,BFS-Gemeinde-Nr,Staat_Code,Staat,Halterart_Code,Halterart,Besondere_Verwendung_Code,Besondere_Verwendung,Unnamed: 63
226265,M1,1,Personenwagen,4009,AUDI,AUDI S4 AVANT 3.0,S4 AVANT 3.0,S4,AVANT,3.0,X,,161,Stationswagen,Weiss,,5,2,0,1825,495,2320,0,0,90,0,2995,0,293.0,,B,Benzin,,B5b,,M,Mechanisch,,A,Allrad,2,2011,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2791,CH,Schweiz,1,männlich,,,
5156190,M1,1,Personenwagen,7907,SUZUKI,SUZUKI Vitara1.4 4WD,Vitara1.4 4WD,Vitara1.4,4WD,,1XM458,,163,Limousine,Grau,Metallic,5,2,0,1311,419,1730,0,0,75,0,1373,4,103.0,,B,Benzin,128.0,B6b,E,A,Automat,A6,A,Allrad,2,2016,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2829,CH,Schweiz,1,männlich,,,
386071,M1,1,Personenwagen,4009,AUDI,Audi A1 SB 1.2TFSI,A1 SB 1.2TFSI,A1,SB,1.2TFSI,1AD251,,163,Limousine,Schwarz,,5,2,0,1140,415,1555,0,0,75,0,1197,4,63,CBZA,B,Benzin,118.0,B5b,E,M,Mechanisch,M5,V,Vorderrad,2,2014,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2236,CH,Schweiz,3,juristisch,,,
3436636,M1,1,Personenwagen,5063,NISSAN,NISSAN Qashqai 2.0 4x4,Qashqai 2.0 4x4,Qashqai,2.0,4x4,1NA716,,161,Stationswagen,Weiss,,5,2,0,1480,480,1960,0,0,75,0,1997,4,104.0,MR20,B,Benzin,182.0,B5b,G,S,Stufenlos,S,A,Allrad,2,2013,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,230,CH,Schweiz,2,weiblich,,,
2985322,M1,1,Personenwagen,4043,MERCEDES-BENZ,MERCEDES-BENZ GLK 280 4m,GLK 280 4m,GLK,280,4m,1MD686,X,161,Stationswagen,Schwarz,,5,2,0,1830,650,2480,0,2000,75,0,2996,6,170.0,,B,Benzin,246.0,B5a,G,A,Automat,A7,A,Allrad,2,2009,1,Kanton,Deutschland,A,2009.0,11.0,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2408,CH,Schweiz,1,männlich,,,
1129146,M1,1,Personenwagen,3500,DACIA,DACIA Logan MCV 90,Logan MCV 90,Logan,MCV,90,1DD128,,161,Stationswagen,Grau,,5,2,0,1199,406,1605,2415,1110,80,0,898,3,66.0,H4BB4,B,Benzin,115.0,B6b,E,M,Mechanisch,M5,V,Vorderrad,2,2017,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3203,CH,Schweiz,1,männlich,,,
922013,M1,1,Personenwagen,5652,CHRYSLER,CHRYSLER Stratus Cabriolet,Stratus Cabriolet,Stratus,Cabriolet,,1CB829,,176,Offen mit Verdeck / Hardtop,Rot,Metallic,4,2,0,1660,305,1965,0,0,0,0,2497,6,120.0,,B,Benzin,280.0,B02,G,A,Automat,A4,V,Vorderrad,2,2000,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1404,CH,Schweiz,2,weiblich,,,
6050668,M1,1,Personenwagen,4017,VW,VW Golf 4Motion,Golf 4Motion,Golf,4Motion,,1VD366,,163,Limousine,Blau,Metallic,5,2,0,1528,432,1960,0,0,75,0,1984,4,110.0,BVX,B,Benzin,206.0,B04,G,M,Mechanisch,M6,A,Allrad,2,2006,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1062,CH,Schweiz,2,weiblich,,,
1786583,,60,Motorrad,5520,HARLEY-DAVIDSON,HARLEY-DAVIDSON Heritage Sof,Heritage Sof,Heritage,Sof,,6H1020,,0,---,Blau,,2,1,0,305,187,492,0,0,0,0,1337,2,35.0,,B,Benzin,,C00,,M,Mechanisch,M5,H,Hinterrad,2,1994,3,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,90,CH,Schweiz,1,männlich,,,
2651591,,51,Arbeitskarren,4349,LINDE,Linde E 18 P,E 18 P,E,18,P,,X,133,Gabelstapler,Rot,,1,1,0,3800,0,3800,0,0,0,0,0,0,9,,E,Elektrisch,,A24,,S,Stufenlos,,V,Vorderrad,2,2018,8,Kanton,,,,,4.0,"Blau, Arbeitsfahrzeug",N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5581,CH,Schweiz,3,juristisch,,,
5907318,M1,1,Personenwagen,4017,VW,VW Tiguan 2.0TDI,Tiguan 2.0TDI,Tiguan,2.0TDI,,1VD980,,163,Limousine,Schwarz,Metallic,5,2,0,1668,582,2250,0,0,0,0,1968,4,103,CFFB,D,Diesel,157.0,B5b,F,M,Mechanisch,M6,A,Allrad,2,2011,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6621,CH,Schweiz,2,weiblich,,,
1656147,M1,1,Personenwagen,4023,FORD,Ford Focus 1.6i,Focus 1.6i,Focus,1.6i,,1FJ191,,163,Limousine,Grau,Metallic,5,2,0,1276,549,1825,0,0,75,0,1596,4,92.0,PNDA,B,Benzin,136.0,B5a,F,M,Mechanisch,M5,V,Vorderrad,2,2011,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5192,CH,Schweiz,1,männlich,,,
345619,M1,1,Personenwagen,4009,AUDI,AUDI A3 SB qu. 2.0TFSI,A3 SB qu. 2.0TFSI,A3,SB,qu. 2.0TFSI,1AE901,,163,Limousine,Schwarz,,5,2,0,1550,395,1945,0,0,75,0,1984,4,140,CZPB,B,Benzin,134.0,B6b,E,M,Mechanisch,M7A,A,Allrad,2,2016,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,295,CH,Schweiz,1,männlich,,,
6378157,M1,1,Personenwagen,4017,VW,VW Golf 1.5 TSI 5,Golf 1.5 TSI 5,Golf,1.5,TSI 5,1VG510,,163,Limousine,Schwarz,Metallic,5,2,0,1362,438,1800,0,0,75,0,1498,4,96,DACA,B,Benzin,113.0,B6c,C,M,Mechanisch,M6,V,Vorderrad,2,2018,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2770,XXX,Staatenlos (Code ISO 3166),1,männlich,,,
3169995,M1,1,Personenwagen,4043,MERCEDES-BENZ,MERCEDES-BENZ V250 BT,V250 BT,V250,BT,,1MG263,,163,Limousine,Schwarz,Metallic,8,2,0,2534,516,3050,0,0,100,0,2143,4,140,651950,D,Diesel,157.0,B6b,E,A,Automat,A7,H,Hinterrad,2,2015,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,363,CH,Schweiz,3,juristisch,,,
5120535,L3,60,Motorrad,4788,SUZUKI,SUZUKI UK110,UK110,UK110,,,6SA499,,285,Roller,Weiss,,2,1,0,172,98,270,0,0,0,0,113,1,6.7,,B,Benzin,,C03,,S,Stufenlos,S,H,Hinterrad,2,2016,2,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1509,CH,Schweiz,2,weiblich,,,
992747,M1,1,Personenwagen,2026,CITROEN,CITROEN C2 1.1i,C2 1.1i,C2,1.1i,,1CD722,,163,Limousine,Schwarz,,4,2,0,1058,278,1336,0,0,50,0,1124,4,44.1,,B,Benzin,138.0,B04,G,M,Mechanisch,M5,V,Vorderrad,2,2009,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,261,CH,Schweiz,2,weiblich,,,
5740456,N1,30,Lieferwagen,4017,VW,VW T4,T4,T4,,,3VD253,,147,Kasten,Weiss,,3,3,0,1857,943,2800,0,0,100,0,2461,5,85.0,,B,Benzin,,B03,,M,Mechanisch,M5,V,Vorderrad,2,2000,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,230,CH,Schweiz,1,männlich,,,
3681447,M1,1,Personenwagen,4050,OPEL,OPEL Insignia A 20T,Insignia A 20T,Insignia,A,20T,1OB322,,163,Limousine,Grau,,5,2,0,1670,505,2175,0,0,100,0,1998,4,162.0,A20NHT,B,Benzin,225.0,B5a,G,A,Automat,A6,V,Vorderrad,2,2009,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2824,CH,Schweiz,1,männlich,,,
2481279,M1,1,Personenwagen,3810,KIA,KIA Sportage II,Sportage II,Sportage,II,,1KA178,,163,Limousine,Schwarz,Metallic,5,2,0,1745,465,2210,0,0,75,0,1991,4,85.5,,D,Diesel,210.0,B03,G,A,Automat,A4,A,Allrad,2,2005,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1702,CH,Schweiz,1,männlich,,,
6164705,M1,1,Personenwagen,4017,VW,VW PassatV 2.0DBMT4M,PassatV 2.0DBMT4M,PassatV,2.0DBMT4M,,1VE663,,161,Stationswagen,Schwarz,,5,2,0,1672,608,2280,0,0,100,0,1968,4,130,,D,Diesel,149.0,B5b,F,M,Mechanisch,M6A,A,Allrad,2,2014,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3238,CH,Schweiz,1,männlich,,,
5493384,,60,Motorrad,5090,TRIUMPH,TRIUMPH 5 T SPEED TWIN,5 T SPEED TWIN,5,T,SPEED TWIN,X,,0,---,Blau,,2,1,0,180,140,320,0,0,0,0,498,2,19.8,,B,Benzin,,000,,M,Mechanisch,M,H,Hinterrad,2,1965,1,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,302,CH,Schweiz,1,männlich,6.0,Veteranenfahrzeug,
3063781,M1,1,Personenwagen,4043,MERCEDES-BENZ,Mercedes-Benz C 250 EC,C 250 EC,C,250,EC,1ME336,M,163,Limousine,Schwarz,,5,2,0,1505,515,2020,0,0,100,0,1796,4,150.0,271860,B,Benzin,150.0,B5a,E,A,Automat,A7,H,Hinterrad,2,2011,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3255,CH,Schweiz,1,männlich,,,
1703791,M1,1,Personenwagen,4023,FORD,FORD S-MAX 2.0i FFV,S-MAX 2.0i FFV,S-MAX,2.0i,FFV,1FH763,,163,Limousine,Grau,Metallic,7,2,0,1605,735,2340,0,0,75,0,1999,4,107.0,,K,Benzin/Alkohol (Ethanol),194.0,B04,G,M,Mechanisch,M5,V,Vorderrad,2,2008,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3234,CH,Schweiz,1,männlich,,,
354747,M1,1,Personenwagen,4009,AUDI,AUDI A3 SB 1.4TFSI CoD,A3 SB 1.4TFSI CoD,A3,SB,1.4TFSI CoD,1AD799,,163,Limousine,Schwarz,Metallic,5,2,0,1380,415,1795,0,0,75,0,1395,4,110,CZEA,B,Benzin,114.0,B6b,C,M,Mechanisch,M7A,V,Vorderrad,2,2015,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1404,CH,Schweiz,1,männlich,,,
2286650,L3,60,Motorrad,5524,INDIAN,INDIAN Chieftain,Chieftain,Chieftain,,,6IA917,,0,---,Schwarz,,2,1,0,466,162,628,0,0,0,0,1811,2,52,,B,Benzin,,C04,,M,Mechanisch,M6,H,Hinterrad,2,2017,4,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3379,CH,Schweiz,1,männlich,,,
1404419,N1,30,Lieferwagen,3019,FIAT,FIAT DUCATO 15Q 2.3JTD,DUCATO 15Q 2.3JTD,DUCATO,15Q,2.3JTD,3FA687,,147,Kasten,Blau,,3,3,0,2000,1300,3300,0,0,150,0,2287,4,88.0,,D,Diesel,212.0,B04,,M,Mechanisch,M6,V,Vorderrad,2,2009,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4048,CH,Schweiz,2,weiblich,,,
4373582,M1,1,Personenwagen,2082,RENAULT,Renault Laguna 2.0dCi 175,Laguna 2.0dCi 175,Laguna,2.0dCi,175,1RB268,,161,Stationswagen,Grau,Metallic,5,2,0,1502,549,2051,0,0,80,0,1995,4,110.0,M9RP8??,D,Diesel,136.0,B5a,D,M,Mechanisch,M6,V,Vorderrad,2,2011,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5766,CH,Schweiz,1,männlich,,,
363025,M1,1,Personenwagen,4009,AUDI,Audi A3 SB 1.4TFSI,A3 SB 1.4TFSI,A3,SB,1.4TFSI,1AC969,,163,Limousine,Grau,Metallic,5,2,0,1290,475,1765,0,0,75,0,1395,4,90,CMBA,B,Benzin,123.0,B5b,E,M,Mechanisch,M6,V,Vorderrad,2,2013,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5693,CH,Schweiz,2,weiblich,,,
1640244,M1,1,Personenwagen,4023,FORD,Ford Fiesta 1.25i,Fiesta 1.25i,Fiesta,1.25i,,1FH880,,163,Limousine,Weiss,,5,2,0,1054,441,1495,0,0,50,0,1242,4,60.0,SNJB,B,Benzin,133.0,B5a,G,M,Mechanisch,M5,V,Vorderrad,2,2011,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2254,CH,Schweiz,2,weiblich,,,
3578875,M1,1,Personenwagen,4050,OPEL,OPEL Corsa D 14,Corsa D 14,Corsa,D,14,1OB433,,163,Limousine,Schwarz,,5,2,0,1241,399,1640,0,0,75,0,1398,4,74.0,A14XER,B,Benzin,134.0,B5a,F,M,Mechanisch,M5,V,Vorderrad,2,2011,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,0,CH,Schweiz,2,weiblich,,,
1651281,M1,1,Personenwagen,4023,FORD,FORD S-MAX 2.0TDCi 4x4,S-MAX 2.0TDCi 4x4,S-MAX,2.0TDCi,4x4,1FJ973,,163,Limousine,Beige,Metallic,7,2,0,2057,533,2590,0,0,75,0,1997,4,110.3,T7CL,D,Diesel,139.0,B6b,D,M,Mechanisch,M6,A,Allrad,2,2017,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,14,CH,Schweiz,1,männlich,,,
5610289,M1,1,Personenwagen,6404,VOLVO,VOLVO S60 T6 AWD,S60 T6 AWD,S60,T6,AWD,1VA878,,163,Limousine,Grau,Metallic,5,2,0,1684,536,2220,0,0,75,0,2953,6,224,B6304T,B,Benzin,231.0,B5b,G,A,Automat,A6,A,Allrad,2,2013,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5192,CH,Schweiz,1,männlich,,,
6356831,M1,1,Personenwagen,4017,VW,VW Golf GTI,Golf GTI,Golf,GTI,,,X,163,Limousine,Schwarz,Metallic,5,2,0,1526,334,1860,0,0,50,0,1984,4,169.0,,B,Benzin,139.0,B6b,,M,Mechanisch,M6,V,Vorderrad,2,2015,9,Kanton,Deutschland,A,2016.0,7.0,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1401,CH,Schweiz,1,männlich,,,
4563709,M1,1,Personenwagen,6903,SEAT,SEAT Cupra Ateca R,Cupra Ateca R,Cupra,Ateca,R,1SH699,,161,Stationswagen,Grau,Metallic,5,2,0,1725,425,2150,0,2100,75,0,1984,4,221.0,DNUC,B,Benzin,168.0,B6d,G,M,Mechanisch,M7A,A,Allrad,2,2019,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,616,CH,Schweiz,1,männlich,,,
210406,M1,1,Personenwagen,4009,AUDI,AUDI A4 Quattro,A4 Quattro,A4,Quattro,,1AB985,,163,Limousine,Schwarz,,5,2,0,1753,387,2140,0,0,75,0,2496,6,132.0,,D,Diesel,213.0,B03,G,M,Mechanisch,,A,Allrad,2,2003,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1107,CH,Schweiz,3,juristisch,,,
1770152,L3,60,Motorrad,3024,GILERA,GILERA Fuoco 500,Fuoco 500,Fuoco,500,,6GA150,,285,Roller,Schwarz,Metallic,2,1,0,337,108,445,0,0,0,0,493,1,29.5,,B,Benzin,,C03,,S,Stufenlos,S,H,Hinterrad,2,2012,9,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5553,CH,Schweiz,3,juristisch,,,
1544823,M1,1,Personenwagen,4023,FORD,FORD Fiesta 1.4i,Fiesta 1.4i,Fiesta,1.4i,,1F5125,,163,Limousine,Rot,,5,2,0,850,425,1275,0,0,75,0,1392,4,52.0,F6E,B,Benzin,,B01,,M,Mechanisch,M5,V,Vorderrad,2,1991,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,152,CH,Schweiz,1,männlich,,,
986990,M1,1,Personenwagen,2026,CITROEN,CITROEN BERLINGO 1.6 HDI,BERLINGO 1.6 HDI,BERLINGO,1.6,HDI,1CD739,,163,Limousine,Grau,,5,2,0,1381,499,1880,2980,1100,50,0,1560,4,66.2,,D,Diesel,143.0,B04,E,M,Mechanisch,M5,V,Vorderrad,2,2006,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4279,CH,Schweiz,1,männlich,,,
3615398,M1,1,Personenwagen,4050,OPEL,OPEL Meriva A17TD,Meriva A17TD,Meriva,A17TD,,1OA861,,163,Limousine,Rot,,5,2,0,1455,480,1935,0,0,100,0,1686,4,74.0,Z17DTH,D,Diesel,143.0,B04,E,M,Mechanisch,M5,V,Vorderrad,2,2005,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2701,CH,Schweiz,3,juristisch,,,
6483235,L3,60,Motorrad,7106,YAMAHA,YAMAHA XV950R,XV950R,XV950R,,,6YA566,,0,---,Grau,,2,1,0,326,127,453,0,0,0,0,942,2,38.3,,B,Benzin,,C03,,M,Mechanisch,M5,H,Hinterrad,2,2015,7,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3561,CH,Schweiz,1,männlich,,,
3628858,M1,1,Personenwagen,4050,OPEL,OPEL Corsa C12,Corsa C12,Corsa,C12,,1OA693,,163,Limousine,Blau,,5,2,0,1010,445,1455,0,0,100,0,1199,4,55.0,,B,Benzin,154.0,B04,G,M,Mechanisch,M5,V,Vorderrad,2,2003,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,362,CH,Schweiz,2,weiblich,,,
982751,M1,1,Personenwagen,2026,CITROEN,CITROEN C3 1.6i 16V,C3 1.6i 16V,C3,1.6i,16V,1CD618,,163,Limousine,Schwarz,,5,2,0,1138,387,1525,0,0,60,0,1587,4,80.0,NFU,B,Benzin,155.0,B03,G,M,Mechanisch,M5,V,Vorderrad,2,2004,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,69,CH,Schweiz,2,weiblich,,,
406320,M1,1,Personenwagen,4009,AUDI,AUDI Q5 2.0TDI,Q5 2.0TDI,Q5,2.0TDI,,1AF224,,161,Stationswagen,Schwarz,Metallic,5,2,0,2049,391,2440,0,2400,75,0,1968,4,140,DETA,D,Diesel,133.0,B6b,C,M,Mechanisch,M7A,A,Allrad,2,2017,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1349,CH,Schweiz,1,männlich,,,
3651999,M1,1,Personenwagen,4050,OPEL,OPEL Signum 19TDH,Signum 19TDH,Signum,19TDH,,1OA932,,163,Limousine,Grau,,5,2,0,1613,547,2160,0,0,100,0,1910,4,110.0,,D,Diesel,197.0,B04,G,A,Automat,A6,V,Vorderrad,2,2005,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2428,CH,Schweiz,2,weiblich,,,
5511091,L3,60,Motorrad,5090,TRIUMPH,TRIUMPH Tiger Explorer,Tiger Explorer,Tiger,Explorer,,6TB616,,0,---,Weiss,,2,1,0,334,137,471,0,0,0,0,1215,3,100.74,,B,Benzin,,C03,,M,Mechanisch,M6,H,Hinterrad,2,2014,7,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,312,CH,Schweiz,1,männlich,,,
2857841,M1,1,Personenwagen,4043,MERCEDES-BENZ,MERCEDES-BENZ C 270 CDi,C 270 CDi,C,270,CDi,1MC815,,163,Limousine,Grau,Metallic,5,2,0,1620,460,2080,0,0,100,0,2685,5,125,,D,Diesel,189.0,B03,G,A,Automat,A5,H,Hinterrad,2,2002,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5582,CH,Schweiz,1,männlich,,,
271769,M1,1,Personenwagen,4009,AUDI,Audi A3 qu. 2.0TFSI 5T,A3 qu. 2.0TFSI 5T,A3,qu.,2.0TFSI 5T,1AC611,X,163,Limousine,Grau,Metallic,5,2,0,1530,485,2015,0,1500,75,0,1984,4,147.0,,B,Benzin,176.0,B5b,C,M,Mechanisch,M6A,A,Allrad,2,2008,12,Kanton,,A,2009.0,10.0,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,7003,CH,Schweiz,2,weiblich,,,
5857807,M1,1,Personenwagen,4017,VW,VW Touran,Touran,Touran,,,1VD357,,163,Limousine,Blau,Metallic,7,2,0,1710,550,2260,0,0,100,0,1968,4,103,,D,Diesel,181.0,B04,G,M,Mechanisch,M6A,V,Vorderrad,2,2008,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1322,CH,Schweiz,1,männlich,,,
5239319,M1,1,Personenwagen,7107,TOYOTA,TOYOTA Previa XE,Previa XE,Previa,XE,,1TA134,,163,Limousine,Blau,,8,2,0,1720,730,2450,0,0,100,0,2438,4,97.0,,B,Benzin,258.0,B02,G,M,Mechanisch,M5,H,Hinterrad,2,2000,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,942,CH,Schweiz,1,männlich,,,
2717896,M1,1,Personenwagen,7110,MAZDA,Mazda 3 2.0 Hatchback,3 2.0 Hatchback,3,2.0,Hatchback,1MA770,,163,Limousine,Schwarz,Metallic,5,2,0,1368,467,1835,0,0,75,0,1999,4,110.0,LF,B,Benzin,175.0,B5a,G,A,Automat,A5,V,Vorderrad,2,2011,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4318,CH,Schweiz,2,weiblich,,,
3430065,M1,1,Personenwagen,5063,NISSAN,NISSAN Almera 1.8,Almera 1.8,Almera,1.8,,1NA190,,163,Limousine,Grau,Metallic,5,2,0,1335,400,1735,0,0,75,0,1769,4,84,QG18,B,Benzin,180.0,B04,G,M,Mechanisch,M5,V,Vorderrad,2,2003,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1051,CH,Schweiz,1,männlich,,,
3457624,M1,1,Personenwagen,5063,NISSAN,NISSAN Qashqai,Qashqai,Qashqai,,,1NA925,,161,Stationswagen,Blau,Metallic,5,2,0,1600,430,2030,0,1800,75,0,1598,4,96,R9M,D,Diesel,133.0,B6b,D,M,Mechanisch,M6,A,Allrad,2,2016,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1082,CH,Schweiz,1,männlich,,,
2122684,O2,90,Sachentransportanhänger,8513,HUMBAUR,HUMBAUR HP 2000 MX,HP 2000 MX,HP,2000,MX,9HC209,,177,Pferdetransport,Schwarz,,0,0,0,850,1550,2400,0,0,0,0,0,0,0,,,,,,,,,,,,2,2013,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4091,CH,Schweiz,1,männlich,,,
4776846,M1,1,Personenwagen,6306,SKODA,SKODA Octavia Combi 4x4,Octavia Combi 4x4,Octavia,Combi,4x4,1SC464,,161,Stationswagen,Grau,Metallic,5,2,0,1613,507,2120,0,0,75,0,1896,4,77.0,BLS,D,Diesel,165.0,B04,F,M,Mechanisch,M6,A,Allrad,2,2006,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1058,CH,Schweiz,3,juristisch,,,
3735210,M1,1,Personenwagen,4050,OPEL,OPEL Astra J 20DTH ST,Astra J 20DTH ST,Astra,J,20DTH ST,1OB514,,161,Stationswagen,Grau,Metallic,5,2,0,1642,488,2130,0,0,100,0,1956,4,118,A20DTH,D,Diesel,136.0,B5a,D,M,Mechanisch,M6,V,Vorderrad,2,2011,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,115,CH,Schweiz,1,männlich,,,
1778900,,94,Arbeitsanhänger,865,HAND,HAND B 150 KD,B 150 KD,B,150,KD,9H1505,,326,Häcksler,Orange,,0,0,0,750,0,750,0,0,0,0,0,0,0.0,,,,,,,,,,,,1,2002,2,Kanton,,,,,4.0,"Blau, Arbeitsfahrzeug",N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,351,CH,Schweiz,3,juristisch,,,
4752864,M1,1,Personenwagen,6306,SKODA,SKODA YETI 1.6GREENLINE,YETI 1.6GREENLINE,YETI,1.6GREENLINE,,1SF613,,161,Stationswagen,Grau,Metallic,5,2,0,1410,545,1955,0,0,100,0,1598,4,77.0,,D,Diesel,119.0,B5a,C,M,Mechanisch,M5,V,Vorderrad,2,2011,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1507,CH,Schweiz,2,weiblich,,,
